,desc,fasilitas_total,kamar,km,lantai,lb,lokasi,lt,price,sertifikat,tipe
35,"['Luas surat: 1308 m2', 'Luas lapangan: 1463 m2', 'Luas bangunan: 455 m2', None, 'Sertifikat hak milik', None, 'Terdapat:', '4 kamar tidur', '4 kamar mandi', '3 lantai', 'Carport', 'Swimming pool', 'Listrik:23.000 VA', 'Non-furnish', None, 'Harga masih bisa nego', None, 'Bila ada pertanyaan bisa menghubungi WA saya. No hp tercantum di halaman ini']","['AC', 'Swimming Pool', 'Carport', 'Garden', 'Telephone', 'PAM', 'Water heater', 'Refrigerator', 'Stove']",4,4,3,455,Pesanggrahan,1308,20.000.000.000,SHM - Sertifikat Hak Milik,Rumah
36,"['Jual Cepat!!! Rumah Lebak Bulus', None, '* Lokasi strategis', '* Luas tanah 510 m2', '* Luas bangunan 250 m2', '* Kamar tidur 4 + 2', '* Kamar mandi 4', '* Garasi 1', '* Carpot 2', '* Private pool', '* Akses 2 mobil', '* Deket citos', '* Deket rs fatawari', '* Deket MRT', '* Deket tol jorr', None, 'Harga: 8,7 M [NEGO] harga bawah pasar', None, 'Info Lebih Lanjut:', 'CS I-Proper', 'Kontak Diprofil (CALL/SMS/WA)', None, 'TERIMA TITIP JUAL & SEWA PROPERTY ANDA']","['AC', 'Swimming Pool', 'Garasi', 'Garden', 'Carport', 'PAM', 'Telephone']",4,4,,250,Cilandak,500,8.700.000.000,SHM - Sertifikat Hak Milik,Rumah
37,"['Area parkir luas & basement cocok untuk perkantoran sangat strategis : - SHM IMB', '                                                      - 1 lantai basement', 'HRG : 20 M', None, '(FAJ)']","['Carport', 'Garasi']",4,6,4,1200,Duren Sawit,460,20.000.000.000,SHM - Sertifikat Hak Milik,Rumah
38,"['2461RJ', 'Rumah Siap Huni Unik dan Modern Pondok Labu Cilandak Jakarta Selatan', 'Lokasi bebas banjir dan akses jalan mobil', None, 'Spesifikasi :', 'LT/LB : 119/136', 'KT/KM : 3+2/3+1', 'Lantai : 2', 'Fasilitas Rumah : Torrent, Carport', 'Fasilitas Cluster : Security 24H', 'Kondisi lingkungan : Bersih, Aman, Nyaman', 'Waktu Pembangunan : 8 bulan', 'Hadap Rumah : Utara, Selatan', 'Row Cluster : 5', 'Bisa Custom : tidak', 'Surat : SHM, IMB', 'Air : Jetpump', 'Listrik : 2200watt', 'Akses : 1 mobil', 'Status : Ready + Indent', 'Tipe : Cluster', 'Unit Tersedia : 1', 'Total Unit Keseluruhan : 14', 'Tahun Pembangunan : 2020', None, 'Sale Point :', '4 Menit ke Pintu Toll Antasari', '11 Menit ke RS Fatmawati', '12 Menit ke Cilandak Town square', '12 Menit ke HighScope Indonesia School', '12 Menit ke MRT', '6 Menit ke Al Azhar Pd. Labu', '10 Menit ke One Belpark Mall', None, 'Informasi dan Konsultasi', 'Telepon dan WhatsApp untuk Fast Respon', 'Harap konfirmasi H-1 untuk jadwal survey ke lokasi', None, 'SEGERA SURVEY !']","['Carport', 'Garden']",5,4,2,136,Cilandak,119,3.500.000.000,SHM - Sertifikat Hak Milik,Rumah
39,"['Dijual Rumah dan Toko', 'Full Furnished Strategis Pinggir Jalan Angkot', None, 'Full Furnished termasuk Warnet (10 komputer)', None, 'Bisa Untuk Hunian sekaligus Tempat Usaha', None, 'Luas tanah 535m2', 'Luas bangunan +- 250m2', None, 'Kamar tidur 6', 'Kamar Mandi 4', None, 'Kolam', 'Musholla', 'Ruang keluarga', 'Gudang', None, 'PDAM', 'Air Sumur bersih', 'Listrik 1300 & 2200', None, 'Strategis Dilalui Angkot Jurusan Merdeka - SBJ', None, 'Dekat Terminal Bubulak', '15 menitan Pintu Tol Borr yasmin', '20 menitan Stasiun Bogor', None, 'Harga 3 M  (Nego)']","['AC', 'Carport', 'Garasi', 'PAM']",6,4,2,250,Tebet,535,2.999.999.000,SHM - Sertifikat Hak Milik,Rumah
40,"['Dijual Rumah Siap Huni', 'Lokasi Panglima polim Kebayoran Baru jakarta selatan', 'LT. 300', 'LB. 295', 'KT. 3', 'KM. 4', 'Ktp. 1', 'Kmp. 1', 'Ruang tamu 1', 'Ruang makan 1', 'Ruang keluarga 1', '1 1/2 lantai', 'Listrik 6600', 'Garasi 2 mobil', 'Carpot 1 mobil', 'Lokasi tenang', 'View utara', 'Shm', 'Semi Furnish']","['Carport', 'Garasi', 'Garden']",3,4,1,295,Kebayoran Baru,300,16.800.000.000,SHM - Sertifikat Hak Milik,Rumah
41,"['Impian Punya RumahAdalah Harapan Besar Setiap Orang & Khususnya Zaman Milenial Saat ini Memiliki Hunian Berkualitas Premium, Bermutu Terbaik & Lokasi Strategis Dengan Harga Super Terjangkau Hemat Sangat Langka. Namun Kami PT. TAM Property (The Best Developer Indonesia Umumnya & JaBoDeTaBek Khususnya) Dengan Rendah Hati Memberikan Hunian Exclusive Cluster yang Sangat Terjangkau Hemat Dengan Kualitas Termahal, yakni :', '""ROYAL TAM BABELAN.""', '• Konsep Modern Asri Diruang Terbuka View Taman Eco Green & Ramah Lingkungan With Techno Biotank', '• System One Gate Security 24 Jam & Akses Cluster With Auto Card System', '• Dekat Jalan Raya/Utama & Dekat Tol JORR II Babelan (Cilincing - Cibitung)', ""• Terbukti Awal Thn'20 atau Awal Thn'21 Lokasi Hunian TIDAK BANJIR"", '• Fasilitas Kebutuhan Utama Keluarga sangat Dekat : T. Ibadah, Sekolah, Pemerintahan, Polsek, Rumah Sakit, Puskesmas, Pusat Bisnis, Pasar, Indomart, Alpamart & SPBU', None, 'WAAH KEREN & Spesial Bangunan yang kekinian Milenial Banget + 2 Pilihan Type', '1. King 67/71 (7,5 x 9,5) 2 Lantai Double Dinding Bata Hebel', '2. Queen 36/72 (6 x 12) 1 Lantai Double Dinding Full Bata Merah', '- Cor Beton Bertulang, Pondasi Batu Kali, Rangka Baja Ringan, Genteng Beton, Plafon Gypsum Tinggi 4 meter, Lantai Granite uk 60 x 60, Kusen Pintu Jendela Aluminium, Closet Duduk+Shower merk American standard, T. Depan Berkarakter Batu Alam Palimanan, Air Bersih PDAM -', None, ""WOUW AMAIZING - Super Sekali & Semua Orang Bisa MEWUJUDKAN Rumah Impiannya 'Cause We Care Of You Dream."", 'With Spektakuler Promo Saat ini - TERBATAS', '√ Biaya All-in Sampai Akad Cuman 3 JUTA', '   * Booking saat ini hanya 1 Juta', '   * Biaya cukup 2 Juta saat Pemberkasan', '√ Hadiah Menarik LANGSUNG', '√ Layout Bisa Disesuaikan Sendiri', '√ Gratis Biaya"" (100% Ditanggung Developer)', '   * Proses KPR, Pajak, BPHTB Balik Nama', '   * IMB, Listrik & Surat Hak Milik ""SHM.""', None, 'YES, BUKTIKAN - Segera Chat Marketing Terpecaya Terbaik Developer Kami sebelum Kesempatan Emas ini Berakhir/TERBATAS!', None, 'Aldo Royal Tam Babelan', None, 'Thanks alot OLX']","['Carport', 'AC', 'Garden', 'PAM']",3,2,2,67,Duren Sawit,84,552.200.001,SHM - Sertifikat Hak Milik,Rumah
42,"['Rumah Cluster baru bebas banjir akses Jl Swadaya,Duren sawit Jakarta Timur', None, 'Spesifikasi', 'Luas Tanah         :  72 m²', 'Luas Bangunan  :  100 m²', 'Kamar Tidur       :  3 + 1', 'Kamar Mandi     :  2 + 1', 'Daya Listrik        :  2200 Watt', 'Legalitas             : SHM + IMB', 'Carport               :  1 mobil', 'Sumber Air         :  Sumur Bor', None, 'Akses tol terdekat : Becakayu__', 'Selling Point :', 'Akses ke jalan raya dekat.', 'Dikelilingi fasilitas umum ', 'Fasilitas pendidikan lengkap.', 'Fasilitas ibadah juga memadai. ', None, 'Info dan survei hubungi  :  Amroni  via WA']","['Garden', 'Carport']",4,3,2,99,Jatinegara,72,1.599.000.000,SHM - Sertifikat Hak Milik,Rumah
43,"['Hot di Jual Cepat Rumah bisa untuk Usaha di Kelapa Gading Jakarta Utara harga sangat ber Sahabat.', None, '*Sertifikat : SHM', '*Luas Tanah : 280m2', '*Luas Bangunan : 736m2', '*Kamar Tidur : 5', '*Kamar Mandi : 4', '*3 Lantai', '~Fasilitas :', '*AC', '*Carport', '*Garden', '*Garasi', '*Telephone', '*PAM', '*Water heater', '*Gordyn', '*Refrigerator', None, '~DESKRIPSI :', '1. Prime location', '2. Tinggi dari jalan', '3. Split level', '4. Zona gabungan Hunian dan Komersial', '5. Electrik gate', None, 'Nilai Investasi 8.9M Nego di jual cepat', None, 'Silahkan Hubungi Kami:', 'Ubeproperty']","['AC', 'Carport', 'Garasi', 'Garden', 'Gordyn', 'Refrigerator', 'Telephone', 'Water heater']",5,4,3,736,Kelapa Gading,280,8.900.000.000,SHM - Sertifikat Hak Milik,Rumah
44,"['DANDELION KEMANG', None, 'Setelah sukses di Proyek kami yang pertama, yaitu The Dandelion Cibubur kami hadir kembali memenuhi kebutuhan para pencari Rumah Idaman.', None, 'Rumah mewah 2 lantai tepat di jalan raya Kemang, Pekapuran Depok.', 'Hanya 9 Unit dan di design dengan sangat menawan dan berkualitas tinggi. ', None, None, '✅Luas Tanah 60m² ', '✅Luas Bangunan 68m²', '✅ 3 Kamar Tidur', '✅ 2 Kamar Mandi', '✅ Listrik 2200 Watt', '✅ Legalitas SHM, IMB, PBB', '✅ Akses jalan lebar dan dapat dilalui oleh 2 mobil', None, 'Harga 700 Jutaan', None, 'Sudah termasuk PPN,NOTARIS, AJB, Balik Nama, Toren Air, Listrik 2200w', None, 'Free BPHTB untuk pembelian 3 unit pertama', None, '▶️Cara Bayar Mudah', 'DP 10% Dapat di Cicil ', '▶️ Bekerja sama dgn Bank BTN, BNI, BNI Syariah, Mandiri, Mandiri Syariah.', None, 'Lokasi :', 'Jl. Raya Kemang, Pekapuran, Cimanggis Depok', None, 'Fasilitas Sekitar', '1 KM ke Sekolah Favorit di Depok ', 'SDN Sukatani 3, SMP 11 Depok & SMAN 4 Depok', '3.6 km ke RS Sentra Medika', '3.4 km ke Toll Cijago ', '4.5 km ke Stasiun LRT Cibubur ', '3 km ke UIII ( Universitas Islam Internasional Indonesia) ', '8,5 km ke Universitas Indonesia ', '8 km ke Stasiun Pondok Cina', None, 'Survey segera sebelum kehabisan dan dapatkan bonus menarik untuk 3 unit pertama.']","['Gordyn', 'Garden', 'PAM', 'AC', 'Garasi', 'Carport']",3,2,2,85,Jatinegara,70,750.000.000,,Rumah
45,"['Rumah Minimalis harga ekonomis ', 'Dimana lagi klo bukan di ', 'Panorama Bali Residence ', 'Rumah etnik Bali ', 'Harga murah ', None, 'Type 40/84', 'Luas Bangunan : 40 m²', 'Luas Tanah : 84 m²', None, 'Promo khusus ', 'Bayar 5jt Langsung Akad kredit ', 'Free biaya surat2 ', 'Free biaya kpr ', 'Free Dp ', None, 'View pegunungan ', 'Dekat ke sarana Kesehatan ', 'Dekat ke Sarana pendidikan ', 'Dekat ke Aeon Mall BSD ', 'Dekat ke pusat kota ', 'Transfortasi yang mudah ', 'Paling penting BEBAS BANJIR ..', None, 'Lokasi jalan raya ciseeng-parung bogor']","['Carport', 'Garasi', 'Garden', 'Swimming Pool']",2,1,1,06,Cengkareng,083,441.000.000,HGB - Hak Guna Bangun,Rumah
46,"['Rumah River Valley Residence', 'Lokasi: Jalan Lebak Bulus Pd No.12 RT:01 RW:04 Cireundeu, Cilandak, Jakarta Selatan', 'Panjang: 23 meter', 'Lebar: 8 meter', 'Luas Tanah: 188 m2', 'Luas Bangunan: 250 m2', 'Lantai: 3', 'Kamar Tidur: 4', 'Kamar Mandi: 3', 'Kamar Pembantu: 2', 'Kamar Mandi Pembantu: 1', 'Sertifikat: Hak Milik', None, 'Condition:', 'Semi Furnish', None, 'Fasilitas: ', 'taman, jogging track, swimming pool, kids playground, Security 24 jam', None, 'Additional Info: ', 'Kompleks luas 7 hektar yang dibangun oleh Developer Agung Sedayu Grup, Lingkungan sekitar dikelilingi fasilitas yang lengkap, mall, rumah sakit, restaurant, sekolah, Hanya 10 menit ke stasiun Lebak Bulus/MRT, Hanya 10 menit ke gerbang tol Lingkar Luar, Hanya 35 menit ke sudirman CBD, Hanya 20 menit ke simatupang CBD, Hanya 45 menit ke Bundaran HI, Jalan depan rumah lebar', None, 'Harga Jual: Rp 4,5 MILYAR TERMURAH SEBELUM TERJUAL', None, 'Contact:', 'Charles Susanto Lim', None, 'PRESTIGE SCBD PROPERTY', 'Office:', 'One Pacific Place', 'Level 11, Sudirman Central Business District (SCBD)', 'Jl Jendral Sudirman Kav 52-53, Jakarta Selatan 12190', None, 'MILLION DOLAR LISTING JAKARTA - SELL IT LIKE CHARLES']","['AC', 'Carport', 'Gordyn', 'PAM', 'Swimming Pool', 'Garasi', 'Telephone']",4,3,3,250,Kebayoran Baru,188,4.500.000.000,SHM - Sertifikat Hak Milik,Rumah
47,"['Rumah Kpr dp 0%', ' rumah redy stok', 'proses KPR kami bantu', None, 'hanya 10jt all in', 'sudah bebas biaya biaya', 'biaya pajak pembeli', 'biaya notaris', 'biaya kpr', 'biaya Asuransi', None, 'surat surat', 'SHM sudah perbidang', 'IMB sudah perunit', 'pbb', None, 'spesfikasi memakai bahan pilihan SNI', 'buktikan secara langsung', 'segera survei unit dan lokasinya', None, 'tag lokasi & pricelist via WA']","['Carport', 'Garasi']",2,1,1,40,Pasar Minggu,60,395.000.000,SHM - Sertifikat Hak Milik,Rumah
48,,,,,,,,,,,
49,"['TERBARU!!!', None, 'CLUSTER TERMURAH DAN TERMEWAH ', 'Adipati Residence Sudimara @Bintaro', None, 'PROMO KHUSUS MINGGU INI SEBELUM HARGA NAIK!', None, '- DISKON HARGA PULUHAN JUTA', '- FREE BIAYA SURAT2 AJB,BPHTB,BBN,PPN,SHM', '- FREE WATER HEATER', None, 'Harga Rp. 689 juta MASIH BISA NEGO KERAS. ', None, 'LOKASI PENUNJANG AREA SITE  :', '- 1 menit ke St.Sudimara', '- 5 menit ke Universitas Pembangunan Jaya', '- 8 menit ke Tol Pd.Aren', '- 10 menit ke Mall BXC', '- 12 menit ke RS International Bintaro', '- 2 LANTAI 3KT 2KM', '- One Gate Syestem', '- Carport 2 Mobil', '- Keamanan 24 jam + CCTV', '- Lokasi pinggir Aspal', None, 'LANGSUNG CLBK = CASH LANGSUNG BOOKING KESINI >>>SEGERA SURVEI LOKASI DAN BOOKING UNITNYA SEKARANG JUGA!!!', None, 'Hub Segera : Adha - Marketing Executive']","['AC', 'Carport', 'Garden']",3,2,2,48,Cilandak,60,600.000.000,SHM - Sertifikat Hak Milik,Rumah
50,"['Dp 12 juta', 'Siap huni']",['Carport'],2,1,1,30,Tanjung Priok,89,523.000.000,HGB - Hak Guna Bangun,Rumah
51,"['Dijual cepat rumah di kemang jakarta selatn', '\u2063\u2063', 'Rumah mewah dalam compound ', '\u2063', 'Spesifikasi:\u2063\u2063', '• Luas tanah 710 m²\u2063\u2063', '• Luas bangunan 581 m²\u2063\u2063', '• Bangunan 2 lantai\u2063', '• 5 kamar tidur\u2063\u2063', '• 4 kamar mandi\u2063\u2063', '• Ruang keluarga di lantai atas dan bawah\u2063\u2063', '• 2 Kamar +1 kamar mandi Pembantu\u2063\u2063', '• Garasi 2 + carport 2 mobil \u2063\u2063', '• SHM\u2063', '• Security 24 jam\u2063', '\u2063', '\u2063harga 15M nego', '\u2063th']","['AC', 'Carport', 'Garasi', 'Garden', 'Gordyn', 'Swimming Pool']",7,5,2,581,Cilandak,710,14.000.000.000,SHM - Sertifikat Hak Milik,Rumah
52,"['Jual rumah di Sunter Paradise', 'uk. 10x18m 2lantai', 'Rumah lama, jalan 3 mobil', 'Sertifikat HGB, hadap Selatan', 'Harga 4,8 M', 'No sms, pls call only if you serious, tx']",,3,2,2,280,Tanjung Priok,180,4.800.000.000,SHM - Sertifikat Hak Milik,Rumah
53,"['[ FOR SALE ] JAGAKARSA - JAKARTA SELATAN', None, 'Rumah Mewah Harga Paling Murah Di Jagakarsa Jakarta Selatan', None, '* Unit Sedang Progress Pembangunan, Foto Rumah Di Atas Adalah Rumah Contoh di Lokasi Yang Sama', None, 'Luas Tanah : 63 m²', 'Luas Bangunan : 110 m²', 'Kamar Tidur : 3', 'Kamar Mandi : 3', 'Carpot 2 Mobil', 'Listrik 2200 Watt', 'Free Kitchen Set', 'Toren 500L + Mesin Air', None, 'Harga : Rp. 1.100.000.000,- NEGO Sampe DEAL', None, 'Cash / KPR - Proses KPR kami bantu sampai Akad Kredit', None, 'Lokasi Tenang Nyaman dan Asri', 'Akses Masuk Mobil', 'Kualitas Air dan Udara Bagus', 'Area Bebas Banjir', 'Dekat Ke Stasiun KRL', 'Dekat ke Toll Desari (Depok-Antasari)', 'Dekat Sekolah Swasta & Negri', 'Dekat Universitas Indonesia, ISTN', None, 'More Info,', 'HUBUNGI :', None, 'MUKTI AJI']","['AC', 'Carport', 'Garden', 'Stove', 'Water heater']",3,3,2,110,Cilandak,63,1.100.000.000,SHM - Sertifikat Hak Milik,Rumah
54,"['Rumah sendiri(Owner) bukan calo/perantara lainnya!', 'DIJUAL TANAH DAN BANGUNAN ', 'PERUMAHAN JATINEGARA INDAH JLN. GUNUNG RINJANI 2  BLOK BD NO.44  JAKARTA TIMUR ', 'LUAS TANAH 171 M2', '3 KAMAR TIDUR', '2 KAMAR MANDI', 'LISTRIK 2300 WATT', 'POSISI DI HOEK ', 'LOKASI STRATEGIS SEARAH KELAPA GADING DAN KOKAS ', 'HARGA 2.,050 M NEGO!', 'Boleh Tukar Tambah dengan unit mobil jeep/mercy/bmw/harley dll,kalau cocok']","['Water heater', 'AC', 'Garden', 'Garasi', 'Gordyn', 'Telephone', 'Carport', 'PAM']",3,2,1,150,Jatinegara,171,2.050.000.000,,Rumah
55,"['Dijual Rumah Citra 2 ext ', 'bangunan baru model minimalis ', '8 x 16 m', 'Kt 4 + 1 ', 'Km 3 + 1 ', '•Sun Solar heather ', '•Filter/ Tabung penyaring air ', '•Advance air minum ', '•Kitchen set ', '•ac 5 buah baru ', '•Bangunan baru', '•Model minimalis', '•Tile size 80', '•2 lt full', '•Hadap utara', '•Shm ', 'Harga Jual : 2.975 M Nego']","['AC', 'Swimming Pool', 'Carport', 'Garden', 'Garasi', 'Telephone', 'PAM', 'Water heater']",4,3,2,128,Cengkareng,230,2.950.000.000,SHM - Sertifikat Hak Milik,Rumah
56,"['INI SAATNYA ANDA MEMPUNYAI RUMAH SYARIAH TANPA LAHAN MENTAH!! ', None, 'Kabar Gembira Untuk Anda Yg Sedang Mencari Hunian Di Selatan Jakarta dengan Harga TERJANGKAU!!', None, 'Tersedia Unit Readystok Dan Indent di Project Syariah Kami Di Cinangka-Sawangan', None, 'Konsep Rumah Minimalis dengan lingkungan Asri. Berada di daerah Sawangan Depok, menjadikan Cluster ini sebagai salah satu pilihan Rumah yang memiliki lokasi Strategis menuju ke Jakarta Selatan dan Tangsel.', None, 'Perumahan ini 80% Sudah Terhuni dan Saat ini Avail 9 Unit lagi dengan 1 Unit Rumah Ready Stok dan 8 unit Indent!! Luas Tanah Variatif Mulai dari 82 meter hingga 105 meter.', None, 'Akses Lokasi Project ini Sangat Strategis, Ini adalah salah satu kelebihan Project Sawangan yang berlokasi di Segitiga Emas, berada di Perbatasan ke Tangsel, Depok, Jakarta Selatan, serta dekat dengan Tol Cinere - Serpong dan Tol Desari.', None, 'Alhamdulillah, Semua Legalitas Sudah Aman dan SHM Sudah Pecah Per Kavling', '-> Izin Lingkungan', '-> Izin Lokasi', '-> IPPT', '-> IMB Pecah Per Kavling', '-> SHM Pecah Perkavling', None, 'HARGA TERMURAH DI AREANYA!!', None, 'Start Harga Cash 560Jtan', 'DP 160Jtan (Bisa Dicicil)', 'Angsuran 10Th Flat 6.2Jtan!!', 'Project Ini Juga Bisa Dibeli Dalam ', 'Bentuk Kavling dengan Harga 5jt/Meter', None, 'DAPATKAN PROMO FREE CASH BACK+ AC ATAU FREE TV LED, SELAMA PROMO APRIL-MEI 2021. ', None, 'KAPAN LAGI PUNYA RUMAH SYARIAH DENGAN LUAS TANAH BESAR DI CLUSTER YANG SUDAH MATANG ANGSURAN CUMA 6.2JTAN', None, 'Ingat, di Dalam Properti Menunda itu MAHAL‼️', None, 'Info lanjut, hubungi :', 'Suci Mulyaa']",['Carport'],2,1,1,36,Kebayoran Baru,82,565.000.000,SHM - Sertifikat Hak Milik,Rumah
57,"['Dijual, Rumah Baru Gress, Model Minimalis Modern di Imperial Gading. Akses jalan depan rumah sangat lega.', None, 'Spesifikasi :', 'Luas Tanah : 6,5 x 20 = 130 m²', 'Luas bangunan : 130 m²', 'Lantai : 2', 'KT : 3 + 1', 'KM : 3 + 1', 'Hadap : Utara', 'Listrik : 2.200 Watt', 'Sanitair : TOTO', 'Lantai : Homegenous Tile 60x60', 'Carport: 2', None, 'Harga : Rp. 2,6 M (Nego)', None, 'Selling Point:', '1. Keamanan 24 jam', '2. Dekat ke Mall Kelapa Gading', '3. Lingkungan tenang dan nyaman', None, 'Silakan ditanya-tanya terlebih dahulu, jika nanti cocok boleh survei ke lokasi supaya lebih mantap. FENDY siap membantu anda untuk memiliki rumah ini.', None, 'IF : 21H47']",['Carport'],4,4,2,130,Kelapa Gading,130,2.600.000.000,SHM - Sertifikat Hak Milik,Rumah
58,"['Setelah sukses penjualan dari 3 tahap Cendana', None, 'Kini Cendana homes series akan meluncurkan tahap 4,Cendana Parc', 'Lokasi amat sangat strategis di taman Ubud Lippo barat dengan nilai profit Investasi yang sangat tinggi.', None, '*Cendana Parc rumah 2 lantai*', None, 'Tipe 1 (5 x 12)', 'LT : 60/LB : 55', 'KT : 2/KM : 2', None, 'Tipe 2 (5,5 x 15)', 'LT : 82,5/LB : 68', 'KT : 3/KM : 3', None, 'Tipe 3 (6,5 x 15)', 'LT : 97,5/LB : 88', 'KT : 3/KM : 3', None, 'BONUS:', '- 2 Unit AC', '- Paket Furnished Fabelio senilai 10 juta', None, 'Pembayaran fleksibel:', '1. Cash', '2. Cash bertahap 12x - 48x', '3. KPR DP mulai 0%,5%,10%', None, 'Miliki sekarang unit rumah Cendana Parc di Lippo village Karawaci.', None, 'Segara daftarkan diri anda dengan NUP (Nomor Urut Pemesanan)', None, 'Mekanisme pembelian:', '1. NUP fast Lane/VIP 10 juta (Non-refundable & pasti dapat unit)', '2. NUP reguler 5 Juta (Refundable)', None, 'Cendana Homes series developer Lippo village Karawaci ', 'Rumah modern Cendana Parc dalam kawasan Lippo yang hanya selangkah menuju:', 'Mall,office tower,kampus UPH,RS Siloam,serta tol akses keluar masuk Jakarta -Tangerang -Merak,Dekat dengan bandara Soekarno-Hatta & stasiun LRT yang akan dibangun diarea Lippo village sebagai pendukung mobilitas para penghuni Cendana Parc.', None, '#Saya bantu proses KPR sampai Akad', '#Ada masalah BI checking? Konsultasikan dengan saya', '#Saya bantu sampai anda dapat unitnya', None, 'APAPUN MASALAH ANDA SILAHKAN KONSULTASIKAN DENGAN SAYA, GRATIS', None, 'Silahkan Hubungi saya jika anda ingin visit lokasi:', 'Raymond Rijaya', 'Top Sales Cendana Lippo']","['AC', 'Carport', 'Garden', 'PAM']",3,3,2,68,Cengkareng,83,924.000.000,SHM - Sertifikat Hak Milik,Rumah
59,"['Duo Talaga Bestari', None, 'perumahan atau hunian dengan konsep unik di tangerang', 'kalo sudah bisa kenapa harus di tunda?', 'ketahui kelebihan2 jika anda memutuskan utk membeli rumah secara dini', None, 'di duo talaga bestari banyak memiliki kelebihan yang di antara nya', '-traffic segregetion adalah konsep dimana terdapat pedestrian khusus untuk pejalan kaki dan terdapat jalur/jalan untuk kendaraan', '-di DUO jalan untuk kendaraan terdapat di depan rumah seperti perumahan pada umumnya dan untuk pedestrian yang bebas dari kendaraan terdapat di belakang rumah selebar 6-7meter', None, 'dengan adanya pedestrian bebas kendaraan ini akan membuat anda dan keluarga memiliki lahan yang aman untuk menghabiskan waktu di luar rumah, selain itu karena adanya 2 jalur yang terpisah DUO memiliki 2 tampak yang membuat sirkulasi cahaya maupun udara di dalam rumah menjadi jauh lebih baik', None, 'di DUO anda bukan hanya menukar uang anda dengan tanah dan bangunan namun anda memberikan hunian yang layak, sehat dan nyaman', None, 'jika anda mendambakan hunian aman dan nyaman untuk jangka panjang, maka DUO lah jawabannya.', None, 'hanya 1menit dari akses tol balaraja timur', None, 'harga mulai 750jt an', 'terdiri dari 2 type (type A dan B)', 'promo DP 0%', 'cicilan mulai 5jt an', 'bonus menarik lainnya', None, 'hub kami sekarang juga']","['Carport', 'PAM', 'Garden', 'Swimming Pool']",3,2,2,50,Senen,62,750.000.000,SHM - Sertifikat Hak Milik,Rumah
60,"['Dijual Rumah Full Renovasi 2,5lantai Rp2.5milliar Nego Dekat Binus Anggrek Kebon Jeruk', None, 'Spesifikasi:', '- Luas depan: 7 x 10  = 70m', '- Luas belakang: 11,25 x 4,45 = 50m', '- Luas tanah: 120m', '- Bentuk L (ngantong/rumah hoki/luas dibelakang)', '- Luas bangunan: +/-220m', '- Bangunan 2lt (lt 3 service area)', '- 5KT (lt1-1KT & lt2-4KT)', '- 2Kamar Mandi, 1Ruang Tamu, 1Ruang Keluarga & 1Dapur', '- Garasi 1mobil & 1carport', '- Listrik PLN 2200W voucher', '- Air Jet Pump/bisa pasang PAM', None, 'Informasi: ', '- SHM & IMB 3lantai', '- Bisa untuk rumah tinggal atau dibuat kost2an', '- Jalan depan rumah 1mobil, tidak buntu, jalanan hanya untuk rumah2 dijalan itu saja', '- Kondisi sekarang kosong / tidak ditempati', '- Posisi rumah Hadap Barat', '- Pembayaran PBB lengkap tiap tahun dari 2002 s/d sekarang', '- Akses Timur: jalan kaki +/-10menit dari Kampus Binus Anggrek', '- Akses Barat: tembus Jln Panjang', '- Pajak pembeli & penjual ditanggung masing2', '- Biaya balik nama & notaris ditanggung pembeli', None, 'Renovasi:', '- Full cat interior & eksterior', '- Full cor besi baru lantai 2 bagian depan', '- Full plafon gypsum baru seluruh rumah', '- Full keramik baru seluruh rumah (Asia Tile)', '- Pagar, Tangga besi, Pintu Garasi baru', '- Pembaharuan seluruh instalasi Kabel2 listrik, lampu, saklar, kunci pintu', '- Perbaikan seluruh pintu, kusen & teralis', '- Penggantian seluruh atap2 yang rusak', '- Penggantian keramik dapur & kloset toilet lantai 1,2']",['Garasi'],5,2,2,220,Kebon Jeruk,128,2.100.000.000,SHM - Sertifikat Hak Milik,Rumah
